fips	state	year	president	vice	party	votes	votespc	ev	split
40	Oklahoma	1972	George McGovern	R. Sargent Shriver	Democratic	"247,147"	24.00%	0	-0.497
40	Oklahoma	1972	Richard Nixon	Spiro Agnew	Republican	"759,025"	73.70%	8	-10
41	Oregon	1972	George McGovern	R. Sargent Shriver	Democratic	"392,760"	42.33%	0	-0.1012
41	Oregon	1972	Richard Nixon	Spiro Agnew	Republican	"486,686"	52.45%	6	-10
42	Pennsylvania	1972	George McGovern	R. Sargent Shriver	Democratic	"1,796,951"	39.13%	0	-0.1998
42	Pennsylvania	1972	Richard Nixon	Spiro Agnew	Republican	"2,714,521"	59.11%	27	-10
44	Rhode Island	1972	George McGovern	R. Sargent Shriver	Democratic	"194,645"	46.81%	0	-0.0619
44	Rhode Island	1972	Richard Nixon	Spiro Agnew	Republican	"220,383"	53.00%	4	-10
45	South Carolina	1972	George McGovern	R. Sargent Shriver	Democratic	"189,270"	27.92%	0	-0.4266
45	South Carolina	1972	Richard Nixon	Spiro Agnew	Republican	"478,427"	70.58%	8	-10
46	South Dakota	1972	George McGovern	R. Sargent Shriver	Democratic	"139,945"	45.52%	0	-0.0863
46	South Dakota	1972	Richard Nixon	Spiro Agnew	Republican	"166,476"	54.15%	4	-10
47	Tennessee	1972	George McGovern	R. Sargent Shriver	Democratic	"357,293"	29.75%	0	-0.3795
47	Tennessee	1972	Richard Nixon	Spiro Agnew	Republican	"813,147"	67.70%	10	-10
48	Texas	1972	George McGovern	R. Sargent Shriver	Democratic	"1,154,291"	33.24%	0	-0.3296
48	Texas	1972	Richard Nixon	Spiro Agnew	Republican	"2,298,896"	66.20%	26	-10
49	Utah	1972	George McGovern	R. Sargent Shriver	Democratic	"126,284"	26.39%	0	-0.4125
49	Utah	1972	Richard Nixon	Spiro Agnew	Republican	"323,643"	67.64%	4	-10
50	Vermont	1972	George McGovern	R. Sargent Shriver	Democratic	"68,174"	36.47%	0	-0.2619
50	Vermont	1972	Richard Nixon	Spiro Agnew	Republican	"117,149"	62.66%	3	-10
51	Virginia	1972	George McGovern	R. Sargent Shriver	Democratic	"438,887"	30.12%	0	-0.3772
51	Virginia	1972	Richard Nixon	Spiro Agnew	Republican	"988,493"	67.84%	11	-10
53	Washington	1972	George McGovern	R. Sargent Shriver	Democratic	"568,334"	38.64%	0	-0.1828
53	Washington	1972	Richard Nixon	Spiro Agnew	Republican	"837,135"	56.92%	9	-10
54	West Virginia	1972	George McGovern	R. Sargent Shriver	Democratic	"277,435"	36.39%	0	-0.2722
54	West Virginia	1972	Richard Nixon	Spiro Agnew	Republican	"484,964"	63.61%	6	-10
55	Wisconsin	1972	George McGovern	R. Sargent Shriver	Democratic	"810,174"	43.72%	0	-0.0968
55	Wisconsin	1972	Richard Nixon	Spiro Agnew	Republican	"989,430"	53.40%	11	-10
56	Wyoming	1972	George McGovern	R. Sargent Shriver	Democratic	"44,358"	30.47%	0	-0.3854
56	Wyoming	1972	Richard Nixon	Spiro Agnew	Republican	"100,464"	69.01%	3	-10
1	Alabama	1968	George Wallace	Curtis LeMay	Democratic	"691,425"	65.86%	10	0.3315
1	Alabama	1968	Richard Nixon	Spiro Agnew	Republican	"343,502"	32.71%		-10
2	Alaska	1968	Hubert Humphrey	Edmund Muskie	Democratic	"35,411"	42.65%	0	-0.0263
2	Alaska	1968	Richard Nixon	Spiro Agnew	Republican	"37,600"	45.28%	3	-10
4	Arizona	1968	Hubert Humphrey	Edmund Muskie	Democratic	"170,514"	35.02%	0	-0.1976
4	Arizona	1968	Richard Nixon	Spiro Agnew	Republican	"266,721"	54.78%	5	-10
5	Arkansas	1968	Hubert Humphrey	Edmund Muskie	Democratic	"184,901"	30.33%	0	-0.3933
5	Arkansas	1968	Richard Nixon	Spiro Agnew	Republican	"424,689"	69.66%	0	-10
6	California	1968	Hubert Humphrey	Edmund Muskie	Democratic	"3,244,318"	44.74%	0	-0.0308
6	California	1968	Richard Nixon	Spiro Agnew	Republican	"3,467,664"	47.82%	40	-10
8	Colorado	1968	Hubert Humphrey	Edmund Muskie	Democratic	"335,174"	41.32%	0	-0.0914
8	Colorado	1968	Richard Nixon	Spiro Agnew	Republican	"409,345"	50.46%	6	-10
9	Connecticut	1968	Hubert Humphrey	Edmund Muskie	Democratic	"621,561"	49.48%	8	0.0516
9	Connecticut	1968	Richard Nixon	Spiro Agnew	Republican	"556,721"	44.32%	0	-10
10	Delaware	1968	Hubert Humphrey	Edmund Muskie	Democratic	"89,194"	41.61%	0	-0.0351
10	Delaware	1968	Richard Nixon	Spiro Agnew	Republican	"96,714"	45.12%	3	-10
11	District of Columbia	1968	Hubert Humphrey	Edmund Muskie	Democratic	"139,566"	81.82%	3	0.6364
11	District of Columbia	1968	Richard Nixon	Spiro Agnew	Republican	"31,012"	18.18%	0	-10
12	Florida	1968	Hubert Humphrey	Edmund Muskie	Democratic	"676,794"	30.93%	0	-0.096
12	Florida	1968	Richard Nixon	Spiro Agnew	Republican	"886,804"	40.53%	14	-10
13	Georgia	1968	Hubert Humphrey	Edmund Muskie	Democratic	"334,440"	26.75%		-0.4647
13	Georgia	1968	Richard Nixon	Spiro Agnew	Republican	"915,661"	73.22%	0	-10
15	Hawaii	1968	Hubert Humphrey	Edmund Muskie	Democratic	"141,324"	59.83%	4	0.2113
15	Hawaii	1968	Richard Nixon	Spiro Agnew	Republican	"91,425"	38.70%	0	-10
16	Idaho	1968	Hubert Humphrey	Edmund Muskie	Democratic	"89,273"	30.66%	0	-0.2613
16	Idaho	1968	Richard Nixon	Spiro Agnew	Republican	"165,369"	56.79%	4	-10
17	Illinois	1968	Hubert Humphrey	Edmund Muskie	Democratic	"2,039,814"	44.15%	0	-0.0293
17	Illinois	1968	Richard Nixon	Spiro Agnew	Republican	"2,174,774"	47.08%	26	-10
18	Indiana	1968	Hubert Humphrey	Edmund Muskie	Democratic	"806,659"	37.99%	0	-0.123
18	Indiana	1968	Richard Nixon	Spiro Agnew	Republican	"1,067,885"	50.29%	13	-10
19	Iowa	1968	Hubert Humphrey	Edmund Muskie	Democratic	"476,699"	40.82%	0	-0.1219
19	Iowa	1968	Richard Nixon	Spiro Agnew	Republican	"619,106"	53.01%	9	-10
20	Kansas	1968	Hubert Humphrey	Edmund Muskie	Democratic	"302,996"	34.72%	0	-0.2012
20	Kansas	1968	Richard Nixon	Spiro Agnew	Republican	"478,674"	54.84%	7	-10
21	Kentucky	1968	Hubert Humphrey	Edmund Muskie	Democratic	"397,541"	37.65%	0	-0.0614
21	Kentucky	1968	Richard Nixon	Spiro Agnew	Republican	"462,411"	43.79%	9	-10
22	Louisiana	1968	Hubert Humphrey	Edmund Muskie	Democratic	"309,615"	28.21%	0	-0.2011
22	Louisiana	1968	George Wallace	Curtis LeMay	Other	"530,300"	48.32%	10	-10
23	Maine	1968	Hubert Humphrey	Edmund Muskie	Democratic	"217,312"	55.30%	4	0.1223
23	Maine	1968	Richard Nixon	Spiro Agnew	Republican	"169,254"	43.07%	0	-10
24	Maryland	1968	Hubert Humphrey	Edmund Muskie	Democratic	"538,310"	43.59%	10	0.0165
24	Maryland	1968	Richard Nixon	Spiro Agnew	Republican	"517,995"	41.94%	0	-10
25	Massachusetts	1968	Hubert Humphrey	Edmund Muskie	Democratic	"1,469,218"	63.01%	14	0.3012
25	Massachusetts	1968	Richard Nixon	Spiro Agnew	Republican	"766,844"	32.89%	0	-10
26	Michigan	1968	Hubert Humphrey	Edmund Muskie	Democratic	"1,593,082"	48.18%	21	0.0672
26	Michigan	1968	Richard Nixon	Spiro Agnew	Republican	"1,370,665"	41.46%	0	-10
27	Minnesota	1968	Hubert Humphrey	Edmund Muskie	Democratic	"857,738"	54.00%	10	0.1254
27	Minnesota	1968	Richard Nixon	Spiro Agnew	Republican	"658,643"	41.46%	0	-10
28	Mississippi	1968	Hubert Humphrey	Edmund Muskie	Democratic	"150,644"	23.02%	0	-0.4044
28	Mississippi	1968	George Wallace	Curtis LeMay	Other	"415,349"	63.46%	7	-10
29	Missouri	1968	Hubert Humphrey	Edmund Muskie	Democratic	"791,444"	43.74%	0	-0.0113
29	Missouri	1968	Richard Nixon	Spiro Agnew	Republican	"811,932"	44.87%	12	-10
30	Montana	1968	Hubert Humphrey	Edmund Muskie	Democratic	"114,117"	41.59%	0	-0.0901
30	Montana	1968	Richard Nixon	Spiro Agnew	Republican	"138,835"	50.60%	4	-10
31	Nebraska	1968	Hubert Humphrey	Edmund Muskie	Democratic	"170,784"	31.81%	0	-0.2801
31	Nebraska	1968	Richard Nixon	Spiro Agnew	Republican	"321,163"	59.82%	5	-10
32	Nevada	1968	Hubert Humphrey	Edmund Muskie	Democratic	"60,598"	39.29%	0	-0.0817
32	Nevada	1968	Richard Nixon	Spiro Agnew	Republican	"73,188"	47.46%	3	-10
33	New Hampshire	1968	Hubert Humphrey	Edmund Muskie	Democratic	"130,589"	43.93%	0	-0.0817
33	New Hampshire	1968	Richard Nixon	Spiro Agnew	Republican	"154,903"	52.10%	4	-10
34	New Jersey	1968	Hubert Humphrey	Edmund Muskie	Democratic	"1,264,206"	43.97%	0	-0.0213
34	New Jersey	1968	Richard Nixon	Spiro Agnew	Republican	"1,325,467"	46.10%	17	-10
35	New Mexico	1968	Hubert Humphrey	Edmund Muskie	Democratic	"130,081"	39.75%	0	-0.121
35	New Mexico	1968	Richard Nixon	Spiro Agnew	Republican	"169,692"	51.85%	4	-10
36	New York	1968	Hubert Humphrey	Edmund Muskie	Democratic	"3,378,470"	49.76%	43	0.0546
36	New York	1968	Richard Nixon	Spiro Agnew	Republican	"3,007,932"	44.30%	0	-10
37	North Carolina	1968	Hubert Humphrey	Edmund Muskie	Democratic	"464,113"	29.24%	0	-0.1027
37	North Carolina	1968	Richard Nixon	Spiro Agnew	Republican	"627,192"	39.51%	12	-10
38	North Dakota	1968	Hubert Humphrey	Edmund Muskie	Democratic	"94,769"	38.23%	0	-0.1771
38	North Dakota	1968	Richard Nixon	Spiro Agnew	Republican	"138,669"	55.94%	4	-10
39	Ohio	1968	Hubert Humphrey	Edmund Muskie	Democratic	"1,700,586"	42.95%	0	-0.0228
39	Ohio	1968	Richard Nixon	Spiro Agnew	Republican	"1,791,014"	45.23%	26	-10
40	Oklahoma	1968	Hubert Humphrey	Edmund Muskie	Democratic	"301,658"	31.99%	0	-0.1569
40	Oklahoma	1968	Richard Nixon	Spiro Agnew	Republican	"449,697"	47.68%	8	-10
41	Oregon	1968	Hubert Humphrey	Edmund Muskie	Democratic	"358,866"	43.78%	0	-0.0605
41	Oregon	1968	Richard Nixon	Spiro Agnew	Republican	"408,433"	49.83%	6	-10
42	Pennsylvania	1968	Hubert Humphrey	Edmund Muskie	Democratic	"2,259,405"	47.59%	29	0.0357
42	Pennsylvania	1968	Richard Nixon	Spiro Agnew	Republican	"2,090,017"	44.02%	0	-10
44	Rhode Island	1968	Hubert Humphrey	Edmund Muskie	Democratic	"246,518"	64.03%	4	0.3225
44	Rhode Island	1968	Richard Nixon	Spiro Agnew	Republican	"122,359"	31.78%	0	-10
45	South Carolina	1968	Hubert Humphrey	Edmund Muskie	Democratic	"197,486"	29.61%	0	-0.0848
45	South Carolina	1968	Richard Nixon	Spiro Agnew	Republican	"254,062"	38.09%	8	-10
46	South Dakota	1968	Hubert Humphrey	Edmund Muskie	Democratic	"118,023"	41.96%	0	-0.1131
46	South Dakota	1968	Richard Nixon	Spiro Agnew	Republican	"149,841"	53.27%	4	-10
47	Tennessee	1968	Hubert Humphrey	Edmund Muskie	Democratic	"351,233"	28.13%	0	-0.0972
47	Tennessee	1968	Richard Nixon	Spiro Agnew	Republican	"472,592"	37.85%	11	-10
48	Texas	1968	Hubert Humphrey	Edmund Muskie	Democratic	"1,266,804"	41.14%	25	0.0127
48	Texas	1968	Richard Nixon	Spiro Agnew	Republican	"1,227,844"	39.87%	0	-10
49	Utah	1968	Hubert Humphrey	Edmund Muskie	Democratic	"156,665"	37.07%	0	-0.1942
49	Utah	1968	Richard Nixon	Spiro Agnew	Republican	"238,728"	56.49%	4	-10
50	Vermont	1968	Hubert Humphrey	Edmund Muskie	Democratic	"70,255"	43.53%	0	-0.0922
50	Vermont	1968	Richard Nixon	Spiro Agnew	Republican	"85,142"	52.75%	3	-10
51	Virginia	1968	Hubert Humphrey	Edmund Muskie	Democratic	"442,387"	32.49%	0	-0.1087
51	Virginia	1968	Richard Nixon	Spiro Agnew	Republican	"590,319"	43.36%	12	-10
53	Washington	1968	Hubert Humphrey	Edmund Muskie	Democratic	"616,037"	47.23%	9	0.0211
53	Washington	1968	Richard Nixon	Spiro Agnew	Republican	"588,510"	45.12%	0	-10
54	West Virginia	1968	Hubert Humphrey	Edmund Muskie	Democratic	"374,091"	49.60%	7	0.0882
54	West Virginia	1968	Richard Nixon	Spiro Agnew	Republican	"307,555"	40.78%	0	-10
55	Wisconsin	1968	Hubert Humphrey	Edmund Muskie	Democratic	"748,804"	44.27%	0	-0.0362
55	Wisconsin	1968	Richard Nixon	Spiro Agnew	Republican	"809,997"	47.89%	12	-10
56	Wyoming	1968	Hubert Humphrey	Edmund Muskie	Democratic	"45,173"	35.51%	0	-0.2025
56	Wyoming	1968	Richard Nixon	Spiro Agnew	Republican	"70,927"	55.76%	3	-10
1	Alabama	1964	Unpledged Elector	-	Democratic	"210,732"	30.55%	0	-0.389
1	Alabama	1964	Barry Goldwater	William Miller	Republican	"479,085"	69.45%	10	-10
2	Alaska	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"44,329"	65.91%	3	0.3182
2	Alaska	1964	Barry Goldwater	William Miller	Republican	"22,930"	34.09%	0	-10
4	Arizona	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"237,753"	49.45%	0	-0.01
4	Arizona	1964	Barry Goldwater	William Miller	Republican	"242,535"	50.45%	5	-10
5	Arkansas	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"314,197"	56.06%	6	0.1265
5	Arkansas	1964	Barry Goldwater	William Miller	Republican	"243,264"	43.41%	0	-10
6	California	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"4,171,877"	59.11%	40	0.1832
6	California	1964	Barry Goldwater	William Miller	Republican	"2,879,108"	40.79%	0	-10
8	Colorado	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"476,024"	61.27%	6	0.2308
8	Colorado	1964	Barry Goldwater	William Miller	Republican	"296,767"	38.19%	0	-10
9	Connecticut	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"826,269"	67.81%	8	0.3572
9	Connecticut	1964	Barry Goldwater	William Miller	Republican	"390,996"	32.09%	0	-10
10	Delaware	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"122,704"	60.95%	3	0.2217
10	Delaware	1964	Barry Goldwater	William Miller	Republican	"78,078"	38.78%	0	-10
11	District of Columbia	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"169,796"	85.50%	3	0.71
11	District of Columbia	1964	Barry Goldwater	William Miller	Republican	"28,801"	14.50%	0	-10
12	Florida	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"948,540"	51.15%	14	0.023
12	Florida	1964	Barry Goldwater	William Miller	Republican	"905,941"	48.85%	0	-10
13	Georgia	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"522,557"	45.87%	0	-0.0825
13	Georgia	1964	Barry Goldwater	William Miller	Republican	"616,584"	54.12%	12	-10
15	Hawaii	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"163,249"	78.76%	4	0.5752
15	Hawaii	1964	Barry Goldwater	William Miller	Republican	"44,022"	21.24%	0	-10
16	Idaho	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"148,920"	50.92%	4	0.0184
16	Idaho	1964	Barry Goldwater	William Miller	Republican	"143,557"	49.08%	0	-10
17	Illinois	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"2,796,833"	59.47%	26	0.1894
17	Illinois	1964	Barry Goldwater	William Miller	Republican	"1,905,946"	40.53%	0	-10
18	Indiana	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,170,848"	55.98%	13	0.1242
18	Indiana	1964	Barry Goldwater	William Miller	Republican	"911,118"	43.56%	0	-10
19	Iowa	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"733,030"	61.88%	9	0.2396
19	Iowa	1964	Barry Goldwater	William Miller	Republican	"449,148"	37.92%	0	-10
20	Kansas	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"464,028"	54.09%	7	0.0903
20	Kansas	1964	Barry Goldwater	William Miller	Republican	"386,579"	45.06%	0	-10
21	Kentucky	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"669,659"	64.01%	9	0.2836
21	Kentucky	1964	Barry Goldwater	William Miller	Republican	"372,977"	35.65%	0	-10
22	Louisiana	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"387,068"	43.19%	0	-0.1362
22	Louisiana	1964	Barry Goldwater	William Miller	Republican	"509,225"	56.81%	10	-10
23	Maine	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"262,264"	68.80%	4	0.3766
23	Maine	1964	Barry Goldwater	William Miller	Republican	"118,701"	31.14%	0	-10
24	Maryland	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"730,912"	65.47%	10	0.3094
24	Maryland	1964	Barry Goldwater	William Miller	Republican	"385,495"	34.53%	0	-10
25	Massachusetts	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,786,422"	76.19%	14	0.5275
25	Massachusetts	1964	Barry Goldwater	William Miller	Republican	"549,727"	23.44%	0	-10
26	Michigan	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"2,136,615"	66.70%	21	0.336
26	Michigan	1964	Barry Goldwater	William Miller	Republican	"1,060,152"	33.10%	0	-10
27	Minnesota	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"991,117"	63.76%	10	0.2776
27	Minnesota	1964	Barry Goldwater	William Miller	Republican	"559,624"	36.00%	0	-10
28	Mississippi	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"52,618"	12.86%	0	-0.7428
28	Mississippi	1964	Barry Goldwater	William Miller	Republican	"356,528"	87.14%	7	-10
29	Missouri	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,164,344"	64.05%	12	0.281
29	Missouri	1964	Barry Goldwater	William Miller	Republican	"653,535"	35.95%	0	-10
30	Montana	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"164,246"	58.95%	4	0.1838
30	Montana	1964	Barry Goldwater	William Miller	Republican	"113,032"	40.57%	0	-10
31	Nebraska	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"307,307"	52.61%	5	0.0522
31	Nebraska	1964	Barry Goldwater	William Miller	Republican	"276,847"	47.39%	0	-10
32	Nevada	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"79,339"	58.58%	3	0.1716
32	Nevada	1964	Barry Goldwater	William Miller	Republican	"56,094"	41.42%	0	-10
33	New Hampshire	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"184,064"	63.89%	4	0.2778
33	New Hampshire	1964	Barry Goldwater	William Miller	Republican	"104,029"	36.11%	0	-10
34	New Jersey	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,867,671"	65.61%	17	0.3175
34	New Jersey	1964	Barry Goldwater	William Miller	Republican	"963,843"	33.86%	0	-10
35	New Mexico	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"194,017"	59.22%	4	0.1898
35	New Mexico	1964	Barry Goldwater	William Miller	Republican	"131,838"	40.24%	0	-10
36	New York	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"4,913,156"	68.56%	43	0.3725
36	New York	1964	Barry Goldwater	William Miller	Republican	"2,243,559"	31.31%	0	-10
37	North Carolina	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"800,139"	56.15%	13	0.123
37	North Carolina	1964	Barry Goldwater	William Miller	Republican	"624,844"	43.85%	0	-10
38	North Dakota	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"149,784"	57.97%	4	0.1609
38	North Dakota	1964	Barry Goldwater	William Miller	Republican	"108,207"	41.88%	0	-10
39	Ohio	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"2,498,331"	62.94%	26	0.2588
39	Ohio	1964	Barry Goldwater	William Miller	Republican	"1,470,865"	37.06%	0	-10
40	Oklahoma	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"519,834"	55.75%	8	0.115
40	Oklahoma	1964	Barry Goldwater	William Miller	Republican	"412,665"	44.25%	0	-10
41	Oregon	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"501,017"	63.72%	6	0.2776
41	Oregon	1964	Barry Goldwater	William Miller	Republican	"282,779"	35.96%	0	-10
42	Pennsylvania	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"3,130,954"	64.92%	29	0.3022
42	Pennsylvania	1964	Barry Goldwater	William Miller	Republican	"1,673,657"	34.70%	0	-10
44	Rhode Island	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"315,463"	80.87%	4	0.6174
44	Rhode Island	1964	Barry Goldwater	William Miller	Republican	"74,615"	19.13%	0	-10
45	South Carolina	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"215,700"	41.10%	0	-0.1779
45	South Carolina	1964	Barry Goldwater	William Miller	Republican	"309,048"	58.89%	8	-10
46	South Dakota	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"163,010"	55.61%	4	0.1122
46	South Dakota	1964	Barry Goldwater	William Miller	Republican	"130,108"	44.39%	0	-10
47	Tennessee	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"634,947"	55.50%	11	0.1101
47	Tennessee	1964	Barry Goldwater	William Miller	Republican	"508,965"	44.49%	0	-10
48	Texas	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,663,185"	63.32%	25	0.2683
48	Texas	1964	Barry Goldwater	William Miller	Republican	"958,566"	36.49%	0	-10
49	Utah	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"219,628"	54.86%	4	0.0972
49	Utah	1964	Barry Goldwater	William Miller	Republican	"180,682"	45.14%	0	-10
50	Vermont	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"108,127"	66.30%	3	0.3261
50	Vermont	1964	Barry Goldwater	William Miller	Republican	"54,942"	33.69%	0	-10
51	Virginia	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"558,038"	53.54%	12	0.0736
51	Virginia	1964	Barry Goldwater	William Miller	Republican	"481,334"	46.18%	0	-10
53	Washington	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"779,881"	61.97%	9	0.246
53	Washington	1964	Barry Goldwater	William Miller	Republican	"470,366"	37.37%	0	-10
54	West Virginia	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"538,087"	67.94%	7	0.3588
54	West Virginia	1964	Barry Goldwater	William Miller	Republican	"253,953"	32.06%	0	-10
55	Wisconsin	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"1,050,424"	62.09%	12	0.2435
55	Wisconsin	1964	Barry Goldwater	William Miller	Republican	"638,495"	37.74%	0	-10
56	Wyoming	1964	Lyndon Johnson	Hubert Humphrey	Democratic	"80,718"	56.56%	3	0.1312
56	Wyoming	1964	Barry Goldwater	William Miller	Republican	"61,998"	43.44%	0	-10
1	Alabama	1960	John Kennedy	Lyndon Johnson	Democratic	"318,303"	56.39%	5	0.5639
1	Alabama	1960	Harry Byrd	J. Strom Thurmond	Other	0	0.00%	6	-10
2	Alaska	1960	John Kennedy	Lyndon Johnson	Democratic	"29,809"	49.06%	0	-0.0188
2	Alaska	1960	Richard Nixon	Henry Lodge	Republican	"30,953"	50.94%	3	-10
4	Arizona	1960	John Kennedy	Lyndon Johnson	Democratic	"176,781"	44.36%	0	-0.1116
4	Arizona	1960	Richard Nixon	Henry Lodge	Republican	"221,241"	55.52%	4	-10
5	Arkansas	1960	John Kennedy	Lyndon Johnson	Democratic	"215,049"	50.19%	8	0.0713
5	Arkansas	1960	Richard Nixon	Henry Lodge	Republican	"184,508"	43.06%	0	-10
6	California	1960	John Kennedy	Lyndon Johnson	Democratic	"3,224,099"	49.55%	0	-0.0055
6	California	1960	Richard Nixon	Henry Lodge	Republican	"3,259,722"	50.10%	32	-10
8	Colorado	1960	John Kennedy	Lyndon Johnson	Democratic	"330,629"	44.91%	0	-0.0972
8	Colorado	1960	Richard Nixon	Henry Lodge	Republican	"402,242"	54.63%	6	-10
9	Connecticut	1960	John Kennedy	Lyndon Johnson	Democratic	"657,055"	53.73%	8	0.0746
9	Connecticut	1960	Richard Nixon	Henry Lodge	Republican	"565,813"	46.27%	0	-10
10	Delaware	1960	John Kennedy	Lyndon Johnson	Democratic	"99,590"	50.63%	3	0.0163
10	Delaware	1960	Richard Nixon	Henry Lodge	Republican	"96,373"	49.00%	0	-10
12	Florida	1960	John Kennedy	Lyndon Johnson	Democratic	"748,700"	48.49%	0	-0.0302
12	Florida	1960	Richard Nixon	Henry Lodge	Republican	"795,476"	51.51%	10	-10
13	Georgia	1960	John Kennedy	Lyndon Johnson	Democratic	"458,638"	62.54%	12	0.2511
13	Georgia	1960	Richard Nixon	Henry Lodge	Republican	"274,472"	37.43%	0	-10
15	Hawaii	1960	John Kennedy	Lyndon Johnson	Democratic	"92,410"	50.03%	3	0.0006
15	Hawaii	1960	Richard Nixon	Henry Lodge	Republican	"92,295"	49.97%	0	-10
16	Idaho	1960	John Kennedy	Lyndon Johnson	Democratic	"138,853"	46.22%	0	-0.0756
16	Idaho	1960	Richard Nixon	Henry Lodge	Republican	"161,597"	53.78%	4	-10
17	Illinois	1960	John Kennedy	Lyndon Johnson	Democratic	"2,377,846"	49.98%	27	0.0018
17	Illinois	1960	Richard Nixon	Henry Lodge	Republican	"2,368,988"	49.80%	0	-10
18	Indiana	1960	John Kennedy	Lyndon Johnson	Democratic	"952,358"	44.60%	0	-0.1043
18	Indiana	1960	Richard Nixon	Henry Lodge	Republican	"1,175,120"	55.03%	13	-10
19	Iowa	1960	John Kennedy	Lyndon Johnson	Democratic	"550,565"	43.22%	0	-0.1349
19	Iowa	1960	Richard Nixon	Henry Lodge	Republican	"722,381"	56.71%	10	-10
20	Kansas	1960	John Kennedy	Lyndon Johnson	Democratic	"363,213"	39.10%	0	-0.2135
20	Kansas	1960	Richard Nixon	Henry Lodge	Republican	"561,474"	60.45%	8	-10
21	Kentucky	1960	John Kennedy	Lyndon Johnson	Democratic	"521,855"	46.41%	0	-0.0718
21	Kentucky	1960	Richard Nixon	Henry Lodge	Republican	"602,607"	53.59%	10	-10
22	Louisiana	1960	John Kennedy	Lyndon Johnson	Democratic	"407,339"	50.42%	10	0.2183
22	Louisiana	1960	Richard Nixon	Henry Lodge	Republican	"230,980"	28.59%	0	-10
23	Maine	1960	John Kennedy	Lyndon Johnson	Democratic	"181,159"	42.95%	0	-0.141
23	Maine	1960	Richard Nixon	Henry Lodge	Republican	"240,608"	57.05%	5	-10
24	Maryland	1960	John Kennedy	Lyndon Johnson	Democratic	"565,808"	53.61%	9	0.0722
24	Maryland	1960	Richard Nixon	Henry Lodge	Republican	"489,538"	46.39%	0	-10
25	Massachusetts	1960	John Kennedy	Lyndon Johnson	Democratic	"1,487,174"	60.22%	16	0.2067
25	Massachusetts	1960	Richard Nixon	Henry Lodge	Republican	"976,750"	39.55%	0	-10
26	Michigan	1960	John Kennedy	Lyndon Johnson	Democratic	"1,687,269"	50.85%	20	0.0201
26	Michigan	1960	Richard Nixon	Henry Lodge	Republican	"1,620,428"	48.84%	0	-10
27	Minnesota	1960	John Kennedy	Lyndon Johnson	Democratic	"779,933"	50.58%	11	0.0142
27	Minnesota	1960	Richard Nixon	Henry Lodge	Republican	"757,915"	49.16%	0	-10
28	Mississippi	1960	John Kennedy	Lyndon Johnson	Democratic	"108,362"	36.34%	0	-0.2732
